id,layer,category,trigger,condition,if_action,else_action,severity,how_to_use,when_to_use,why_to_use,source_doc
AS-1123,code_corpus,reuse_pattern,agent observes: AST extract failed on file,retrieved symbol missing after refactor,queue code.corpus.index for operator-approved roots only,fall back to books_rag for learning not code paste,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1124,code_corpus,reuse_pattern,operator reports: AST extract failed on file,language filter matches user stack,prefer live github.file read over stale corpus chunk when paths diverge,DEFER claiming 'as in our codebase' without hits,low,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1125,code_corpus,reuse_pattern,runtime detects: AST extract failed on file,chunk has associated test,reindex allowlisted roots after refactor,fall back to books_rag for learning not code paste,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1126,code_corpus,reuse_pattern,chat turn includes: AST extract failed on file,chunk has no test,use symbol-level chunks not whole file dumps,DEFER claiming 'as in our codebase' without hits,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1127,code_corpus,reuse_pattern,skill path hits: AST extract failed on file,license allows internal RAG,DEFER code invention claiming local pattern; say no corpus hit,fall back to books_rag for learning not code paste,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1128,code_corpus,reuse_pattern,after bootstrap: AST extract failed on file,path is under allowlisted roots,reject indexing vendor/minified/secret paths,DEFER claiming 'as in our codebase' without hits,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1129,code_corpus,reuse_pattern,in production: AST extract failed on file,path is vendor or secrets,filter search by language=python for backend tasks,fall back to books_rag for learning not code paste,low,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1130,code_corpus,reuse_pattern,during local dev: AST extract failed on file,similarity score above threshold,run code.corpus.search; inject top chunks as evidence; adapt don't paste blindly,DEFER claiming 'as in our codebase' without hits,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1131,code_corpus,reuse_pattern,on digitalocean deploy: AST extract failed on file,similarity score below threshold,retrieve fix-tagged chunks for repair tasks,fall back to books_rag for learning not code paste,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1132,code_corpus,reuse_pattern,when brain enabled: AST extract failed on file,live github.file differs from corpus chunk,if chunk has tests include test path in evidence,DEFER claiming 'as in our codebase' without hits,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1133,code_corpus,reuse_pattern,user asks idiomatic skill runner error_code,user asked for executable fix,queue code.corpus.index for operator-approved roots only,fall back to books_rag for learning not code paste,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1134,code_corpus,reuse_pattern,agent observes: user asks idiomatic skill runner error_code,corpus not indexed yet,prefer live github.file read over stale corpus chunk when paths diverge,DEFER claiming 'as in our codebase' without hits,low,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1135,code_corpus,reuse_pattern,operator reports: user asks idiomatic skill runner error_code,code.corpus.search count >= 1,reindex allowlisted roots after refactor,fall back to books_rag for learning not code paste,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
