"id","service","category","trigger","condition","if_action","else_action","severity","source_doc"
"FS-0341","steel","st_proxy","Proxy bandwidth quota exceeded (Launch $10/GB, Scale $6/GB)","proxy bandwidth quota exceeded (overage billable)","Rotate proxy or escalate to dedicated IP when blocked","Page on-call; do not blast proxy IPs at a single target (will be banned harder)","medium","docs.steel.dev/overview/pricinglimits (proxy rates); docs.steel.dev/llms-full.txt"
"FS-0342","steel","st_proxy","Proxy bandwidth quota exceeded (Launch $10/GB, Scale $6/GB)","proxy IP is allowlisted at target (good)","Pass custom proxy URL (user:pass@host:port) for whitelisted egress","Page on-call; do not blast proxy IPs at a single target (will be banned harder)","medium","docs.steel.dev/overview/pricinglimits (proxy rates); docs.steel.dev/llms-full.txt"
"FS-0343","steel","st_proxy","Proxy bandwidth quota exceeded (Launch $10/GB, Scale $6/GB)","proxy IP is blocked at target (rotate or escalate to dedicated IP)","Allocate dedicated IP on Scale ($5/IP/month) for stable allowlisting","Page on-call; do not blast proxy IPs at a single target (will be banned harder)","medium","docs.steel.dev/overview/pricinglimits (proxy rates); docs.steel.dev/llms-full.txt"
"FS-0344","steel","st_proxy","Proxy bandwidth quota exceeded (Launch $10/GB, Scale $6/GB)","custom proxy URL passed (user:pass@host:port)","Enable useProxy:true for residential proxy network (geo + rotation)","Page on-call; do not blast proxy IPs at a single target (will be banned harder)","medium","docs.steel.dev/overview/pricinglimits (proxy rates); docs.steel.dev/llms-full.txt"
"FS-0345","steel","st_proxy","Proxy bandwidth quota exceeded (Launch $10/GB, Scale $6/GB)","dedicated IP allocated on Scale plan ($5/IP/month)","Track proxy bandwidth cost ($10/GB Launch, $6/GB Scale, overage billable)","Page on-call; do not blast proxy IPs at a single target (will be banned harder)","medium","docs.steel.dev/overview/pricinglimits (proxy rates); docs.steel.dev/llms-full.txt"
"FS-0346","steel","st_proxy","Proxy IP is allowlisted at the target site (good)","session.useProxy == true (residential proxy network)","Use proxy IP that's allowlisted at target (good)","Page on-call; do not blast proxy IPs at a single target (will be banned harder)","medium","docs.steel.dev/overview/pricinglimits (proxy rates); docs.steel.dev/llms-full.txt"
"FS-0347","steel","st_proxy","Proxy IP is allowlisted at the target site (good)","proxy bandwidth quota remaining (Launch $10/GB, Scale $6/GB)","Rotate proxy or escalate to dedicated IP when blocked","Page on-call; do not blast proxy IPs at a single target (will be banned harder)","medium","docs.steel.dev/overview/pricinglimits (proxy rates); docs.steel.dev/llms-full.txt"
"FS-0348","steel","st_proxy","Proxy IP is allowlisted at the target site (good)","proxy bandwidth quota exceeded (overage billable)","Pass custom proxy URL (user:pass@host:port) for whitelisted egress","Page on-call; do not blast proxy IPs at a single target (will be banned harder)","medium","docs.steel.dev/overview/pricinglimits (proxy rates); docs.steel.dev/llms-full.txt"
"FS-0349","steel","st_proxy","Proxy IP is allowlisted at the target site (good)","proxy IP is allowlisted at target (good)","Allocate dedicated IP on Scale ($5/IP/month) for stable allowlisting","Page on-call; do not blast proxy IPs at a single target (will be banned harder)","medium","docs.steel.dev/overview/pricinglimits (proxy rates); docs.steel.dev/llms-full.txt"
"FS-0350","steel","st_proxy","Proxy IP is allowlisted at the target site (good)","proxy IP is blocked at target (rotate or escalate to dedicated IP)","Enable useProxy:true for residential proxy network (geo + rotation)","Page on-call; do not blast proxy IPs at a single target (will be banned harder)","medium","docs.steel.dev/overview/pricinglimits (proxy rates); docs.steel.dev/llms-full.txt"
"FS-0351","steel","st_proxy","Proxy IP is allowlisted at the target site (good)","custom proxy URL passed (user:pass@host:port)","Track proxy bandwidth cost ($10/GB Launch, $6/GB Scale, overage billable)","Page on-call; do not blast proxy IPs at a single target (will be banned harder)","medium","docs.steel.dev/overview/pricinglimits (proxy rates); docs.steel.dev/llms-full.txt"
"FS-0352","steel","st_proxy","Proxy IP is allowlisted at the target site (good)","dedicated IP allocated on Scale plan ($5/IP/month)","Use proxy IP that's allowlisted at target (good)","Page on-call; do not blast proxy IPs at a single target (will be banned harder)","medium","docs.steel.dev/overview/pricinglimits (proxy rates); docs.steel.dev/llms-full.txt"
"FS-0353","steel","st_captcha","Session uses solveCaptcha:true (automatic solving)","session.solveCaptcha == true (automatic solving)","Enable solveCaptcha:true (auto-solve supported types)","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0354","steel","st_captcha","Session uses solveCaptcha:true (automatic solving)","captcha type is reCAPTCHA v2 / v3","Use reCAPTCHA v2 / v3, hCaptcha (vendor-supported types)","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0355","steel","st_captcha","Session uses solveCaptcha:true (automatic solving)","captcha type is hCaptcha","Skip unsupported CAPTCHA types (report to operator)","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0356","steel","st_captcha","Session uses solveCaptcha:true (automatic solving)","captcha type is unsupported (per vendor coverage)","Track captcha solve cost ($3/1k Launch, $1/1k Scale)","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0357","steel","st_captcha","Session uses solveCaptcha:true (automatic solving)","captcha solve quota remaining (Launch $3/1k, Scale $1/1k)","Stop on quota exceeded; surface to operator","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0358","steel","st_captcha","Session uses solveCaptcha:true (automatic solving)","captcha solve quota exceeded (overage billable)","Retry on captcha solve failure; escalate after N tries","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0359","steel","st_captcha","Session uses solveCaptcha:true (automatic solving)","captcha solve fails after retries (escalate or report)","Enable solveCaptcha:true (auto-solve supported types)","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0360","steel","st_captcha","Captcha quota exceeded (Launch $3/1k solves, Scale $1/1k)","session.solveCaptcha == true (automatic solving)","Use reCAPTCHA v2 / v3, hCaptcha (vendor-supported types)","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0361","steel","st_captcha","Captcha quota exceeded (Launch $3/1k solves, Scale $1/1k)","captcha type is reCAPTCHA v2 / v3","Skip unsupported CAPTCHA types (report to operator)","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0362","steel","st_captcha","Captcha quota exceeded (Launch $3/1k solves, Scale $1/1k)","captcha type is hCaptcha","Track captcha solve cost ($3/1k Launch, $1/1k Scale)","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0363","steel","st_captcha","Captcha quota exceeded (Launch $3/1k solves, Scale $1/1k)","captcha type is unsupported (per vendor coverage)","Stop on quota exceeded; surface to operator","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0364","steel","st_captcha","Captcha quota exceeded (Launch $3/1k solves, Scale $1/1k)","captcha solve quota remaining (Launch $3/1k, Scale $1/1k)","Retry on captcha solve failure; escalate after N tries","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0365","steel","st_captcha","Captcha quota exceeded (Launch $3/1k solves, Scale $1/1k)","captcha solve quota exceeded (overage billable)","Enable solveCaptcha:true (auto-solve supported types)","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0366","steel","st_captcha","Captcha quota exceeded (Launch $3/1k solves, Scale $1/1k)","captcha solve fails after retries (escalate or report)","Use reCAPTCHA v2 / v3, hCaptcha (vendor-supported types)","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0367","steel","st_captcha","Captcha type is unsupported (hCaptcha, reCAPTCHA, etc.)","session.solveCaptcha == true (automatic solving)","Skip unsupported CAPTCHA types (report to operator)","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0368","steel","st_captcha","Captcha type is unsupported (hCaptcha, reCAPTCHA, etc.)","captcha type is reCAPTCHA v2 / v3","Track captcha solve cost ($3/1k Launch, $1/1k Scale)","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0369","steel","st_captcha","Captcha type is unsupported (hCaptcha, reCAPTCHA, etc.)","captcha type is hCaptcha","Stop on quota exceeded; surface to operator","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0370","steel","st_captcha","Captcha type is unsupported (hCaptcha, reCAPTCHA, etc.)","captcha type is unsupported (per vendor coverage)","Retry on captcha solve failure; escalate after N tries","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0371","steel","st_captcha","Captcha type is unsupported (hCaptcha, reCAPTCHA, etc.)","captcha solve quota remaining (Launch $3/1k, Scale $1/1k)","Enable solveCaptcha:true (auto-solve supported types)","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0372","steel","st_captcha","Captcha type is unsupported (hCaptcha, reCAPTCHA, etc.)","captcha solve quota exceeded (overage billable)","Use reCAPTCHA v2 / v3, hCaptcha (vendor-supported types)","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0373","steel","st_captcha","Captcha type is unsupported (hCaptcha, reCAPTCHA, etc.)","captcha solve fails after retries (escalate or report)","Skip unsupported CAPTCHA types (report to operator)","Page on-call; do not retry unsupported captcha infinitely (cost / vendor risk)","medium","docs.steel.dev/overview/pricinglimits (captcha rates); docs.steel.dev/overview/sessions-api/quickstart"
"FS-0374","steel","st_capture","Agent calls /scrape quick action (content extraction)","agent calls /scrape quick action (content extraction)","Use /scrape quick action (content extraction)","Page on-call; do not run quick actions on every page (cost explosive)","low","docs.steel.dev/overview/sessions-api/quickstart; docs.steel.dev/llms-full.txt"
